"","X","X.2","X.1","year","date","day","block","plot","species","id","person","HHMMSS","Photo","Cond","Ci","wueg","wuet","Trmmol","X.Blue","LeafAbs","PhiCO2","VpdL","CTleaf","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","PARabs","Fv.","qP_Fo","Fo.","Fm.","Fs","Fv..Fm.","PhiPS2","qP","qN","NPQ","ParIn.Fs","PS2.1","ETR","sp","drawdown","cica","day2","time"
"162",162,162,162,2010,"june","6/24/2010",5,12,12,NA,"a","15:12:05",13.93475619,0.18507666,262.9919819,75.2918071354865,42.2166705596965,3.300770592,10.01873016,0.875009365,NA,1.737519721,31.82636452,29.26951981,31.82636452,28.02718735,401.1633301,395.0629883,28.81317329,30.0947628,70.09848022,73.21641541,499.6037598,1467.714478,2251.785889,99.38057709,-0.899082661,0.799305201,0.5,-1.355140209,7.355140209,2.498018799,0.003300771,304.9763645,302.4195198,234.8343112,0.232728101,4.728354616,47.57825678,17.48349398,30.54794216,4.396393599,0.181461451,2.990834895,1.405558705,0.113732763,26.13629493,0.665696331,62.51520309,393.0379626,0.022164121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LIST2",132.0710064,0.665696331189322,"6/24/2010",2010-06-24
"163",163,163,163,2010,"june","6/24/2010",5,12,12,NA,"b","15:08:53",21.56539983,0.236552305,227.9837975,91.16546055216,61.7247337714043,3.493802489,10.03412724,0.875017064,NA,1.44600713,30.88161087,29.08173561,30.88161087,28.02754593,399.6653137,384.422699,28.33181763,30.58538628,69.57437897,75.10845947,300.5848694,1463.42041,0.03135645,99.23064423,-0.653904915,-0.931205034,0.25,-1.355140209,7.355140209,1.502924347,0.003493802,304.0316109,302.2317356,234.1472604,0.233067694,4.481014714,45.1575695,14.57218323,29.98167324,4.255966964,0.230678339,3.035007584,1.22095938,0.14469044,22.6229791,0.593054984,67.29300782,381.2887734,0.038060408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LIST2",156.4389015,0.593054983727691,"6/24/2010",2010-06-24
"164",164,164,164,2010,"june","6/24/2010",5,13,8,NA,"a","15:25:21",5.359925044,0.052202501,222.6974812,102.675637015935,46.3355104757755,1.156764317,10.01873016,0.875009365,NA,2.125458206,32.99764633,29.03822708,32.99764633,28.02712822,401.1702881,398.8401794,28.99578285,29.44517136,71.48486328,72.59276581,499.6581726,1473.435303,2543.848877,99.37047577,-0.539616108,0.799797297,0.75,-1.355140209,7.355140209,2.498290863,0.001156764,306.1476463,302.1882271,235.7496432,0.54446212,5.051438893,50.83440382,21.38923246,31.01793671,4.515994185,0.051910794,2.925980687,1.590013498,0.032470329,22.12955466,0.558362704,56.40909958,398.0612648,0.007595528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COSA81",176.1426982,0.558362704417137,"6/24/2010",2010-06-24
"165",165,165,165,2010,"june","6/24/2010",5,13,8,NA,"b","15:26:52",7.690108687,0.061644985,184.7479464,124.748326031712,62.424374928972,1.231907717,10.03412724,0.875017064,NA,1.919375435,31.95435905,29.12184334,31.95435905,28.03514671,400.2378845,394.7972717,27.86233139,28.65855026,68.25286865,70.20332336,300.5713806,1468.532593,0.004950996,99.21598053,-0.752842903,-0.863009691,0.5,-1.355140209,7.355140209,1.502856903,0.001231908,305.1043591,302.2718433,234.9652096,0.583505813,4.7627616,48.00397652,19.34542626,30.5381012,4.393919134,0.061238616,2.843386165,1.550532969,0.038310439,18.32994866,0.467956492,58.37030707,393.6797303,0.01140201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COSA81",210.0493253,0.467956492213013,"6/24/2010",2010-06-24
"166",166,166,166,2010,"june","6/24/2010",5,14,20,NA,"a","15:21:29",12.35376634,0.069935389,100.6540216,176.645422534219,85.4239076679676,1.44617245,10.01873016,0.875009365,NA,1.98826837,32.58479691,29.00413322,32.58479691,28.02261543,398.5063171,393.333252,29.09572029,29.6574707,71.87503815,73.26272583,499.6107178,1470.950806,326.6766357,99.3734436,-1.443211079,0.78516221,0.25,-1.355140209,7.355140209,2.498053589,0.001446172,305.7347969,302.1541332,235.3521236,0.510828583,4.935433362,49.66551609,20.00804539,30.79446507,4.458778076,0.069412832,2.947164992,1.511613083,0.043429668,10.00233674,0.255900108,58.36408308,391.5379788,0.018414976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SALIX",292.6792304,0.255900107830192,"6/24/2010",2010-06-24
"167",167,167,167,2010,"june","6/24/2010",5,14,20,NA,"b","15:22:48",6.96907917,0.072547243,231.1590829,96.062632869453,53.246471057445,1.308834067,10.03412724,0.875017064,NA,1.737842536,30.98544121,29.01086235,30.98544121,28.03886223,399.9653931,394.9845581,27.06942368,27.91594505,66.73956299,68.82666016,300.5941162,1464.640137,0.155131444,99.21900177,-0.681340218,-0.863232851,0.25,-1.355140209,7.355140209,1.502970581,0.001308834,304.1354412,302.1608624,234.3424166,0.609553752,4.507634737,45.43116396,17.51521891,29.99815178,4.259997503,0.071985082,2.769792202,1.490205301,0.045040847,22.93537345,0.585235747,60.28909238,393.9717981,0.010664709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SALIX",163.8254752,0.585235746966787,"6/24/2010",2010-06-24
"168",168,168,168,2010,"june","6/24/2010",5,15,17,NA,"a","15:18:17",10.35783387,0.097824054,214.7102464,105.882279934953,49.4354251691346,2.095225409,10.01873016,0.875009365,NA,2.065535911,32.73147583,29.28675079,32.73147583,28.02371025,400.6894531,396.211731,28.4770546,29.29105568,69.20904541,71.18734741,499.7177734,1472.662354,238.9725189,99.37654877,-0.726536274,0.794582605,0.5,-1.355140209,7.355140209,2.498588867,0.002095225,305.8814758,302.4367508,235.6259713,0.404081799,4.976379934,50.07599877,20.78494309,31.00911331,4.513723038,0.096804666,2.910844023,1.602879014,0.060593683,21.33716328,0.541907848,57.22840193,394.7065105,0.015017798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RHCO",181.5014846,0.541907847751232,"6/24/2010",2010-06-24
"169",169,169,169,2010,"june","6/24/2010",5,15,17,NA,"b","15:18:15",6.838051459,0.094037278,268.2255661,72.7163908232223,39.9045022012087,1.713603766,10.03412724,0.875017064,NA,1.758244715,31.27446365,29.15287781,31.27446365,28.04003906,400.3385315,395.3375549,27.35538101,28.46319389,66.89595032,69.6050415,300.5614319,1466.944702,0.044558957,99.22344971,-0.308293343,-0.838130236,0.25,-1.355140209,7.355140209,1.502807159,0.001713604,304.4244637,302.3028778,234.7111471,0.532544176,4.582461003,46.18324616,17.72005227,30.21367073,4.313019059,0.093094903,2.824216288,1.488802771,0.058268254,26.61426597,0.678472264,60.54283258,394.3438361,0.010498326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RHCO",127.1119888,0.678472264462321,"6/24/2010",2010-06-24
"170",170,170,170,2010,"june","6/24/2010",5,16,7,NA,"a","15:15:07",8.326180956,0.108152798,261.8656088,76.9853495237359,37.2415421402642,2.235723869,10.01873016,0.875009365,NA,1.995301177,32.69112015,29.3296833,32.69112015,28.02680588,400.9676819,397.2793579,29.01523781,29.88340759,70.3441925,72.44897461,499.6517639,1475.124756,2090.372803,99.37902069,-0.759037495,0.81462121,0.25,-1.355140209,7.355140209,2.49825882,0.002235724,305.8411201,302.4796833,236.0199557,0.385001578,4.965084958,49.96109766,20.07769007,31.01040173,4.514054614,0.106908152,2.969783781,1.544270833,0.066928315,26.02394776,0.659147282,58.62400676,396.0693812,0.012323954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CEOC",135.4137491,0.65914728161113,"6/24/2010",2010-06-24
"171",171,171,171,2010,"june","6/24/2010",5,16,7,NA,"b","15:15:03",11.83298356,0.128346017,232.677666,92.1959546278713,48.529048816198,2.438330305,10.03412724,0.875017064,NA,1.837651664,31.84160423,29.16822433,31.84160423,28.038908,400.0446472,391.5355835,27.59922791,29.17438507,67.43254089,71.28108215,300.5660095,1470.546875,0.082517773,99.22362518,-0.564091682,-0.884610415,0.25,-1.355140209,7.355140209,1.502830048,0.00243833,304.9916042,302.3182243,235.2874947,0.380527505,4.732439914,47.69468869,18.52030362,30.50491428,4.385583382,0.126596964,2.894788249,1.490795133,0.079278407,23.08712152,0.594269527,60.16726555,389.8159915,0.018263957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CEOC",158.8579175,0.594269526973913,"6/24/2010",2010-06-24
"172",172,172,172,2010,"june","6/24/2010",5,17,9,NA,"a","15:29:49",6.659461376,0.101589774,281.0117605,65.5524775160933,34.061998751982,1.955099963,10.01873016,0.875009365,NA,1.858444869,32.00085831,29.03259468,32.00085831,28.02466774,400.397583,397.4208069,28.59430695,29.3539505,70.51696014,72.39032745,499.6317139,1478.456299,2490.707764,99.36891937,-0.858067036,0.796915293,0.25,-1.355140209,7.355140209,2.498158569,0.0019551,305.1508583,302.1825947,236.5530025,0.456253181,4.77531521,48.0564269,18.7024764,30.51672649,4.388548744,0.100490834,2.916870341,1.471678403,0.062904588,27.92383497,0.707088697,59.95322957,396.4530411,0.010070706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COAM3",116.4090464,0.707088696970788,"6/24/2010",2010-06-24
"173",173,173,173,2010,"june","6/24/2010",5,17,9,NA,"b","15:31:11",10.13305085,0.085077513,191.6977392,119.103750129602,62.5107238696862,1.621009744,10.03412724,0.875017064,NA,1.833253364,32.03528595,29.0751667,32.03528595,28.04568672,399.9020691,392.7362976,28.70175171,29.74822998,70.4961853,73.06651306,300.5867615,1467.686157,0.031356342,99.21178436,-0.717900276,-0.881131411,0.5,-1.355140209,7.355140209,1.502933807,0.00162101,305.1852859,302.2251667,234.8297799,0.508417529,4.784628342,48.22641154,18.47818156,30.55522633,4.398225951,0.084305423,2.951374978,1.446850973,0.052759717,19.01867476,0.488108027,60.49192292,391.2637431,0.015666357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COAM3",201.0385584,0.488108026610882,"6/24/2010",2010-06-24
"174",174,174,174,2010,"june","6/24/2010",5,18,18,NA,"a","15:39:26",6.624600929,0.077999793,252.3766586,84.9310065348507,49.3020708042713,1.343676147,10.01873016,0.875009365,NA,1.662925953,30.79197121,28.89702225,30.79197121,28.02626419,401.1405334,398.2745361,27.61089897,28.13363075,68.61856842,69.9176712,499.6343079,1467.04541,307.9269104,99.35501099,-0.656040668,0.773185968,0.75,-1.355140209,7.355140209,2.498171539,0.001343676,303.9419712,302.0470222,234.7272604,0.608967574,4.458143145,44.87084346,16.73721271,29.84449673,4.222543306,0.077350332,2.795217193,1.427326114,0.048401891,25.07488568,0.633675105,61.60833706,397.3118363,0.0102723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROPS",145.8978775,0.633675105296294,"6/24/2010",2010-06-24
"175",175,175,175,2010,"june","6/24/2010",5,18,18,NA,"b","15:34:58",12.79806993,0.124842179,215.5951435,102.513990323735,52.8566074321816,2.421280612,10.03412724,0.875017064,NA,1.874426658,32.00896454,29.19615746,32.00896454,28.03594208,400.1708069,391.0254211,27.69957924,29.26347733,67.55581665,71.3699646,300.5855103,1467.65564,0.009902087,99.20488739,-1.048985481,-0.895978212,0.25,-1.355140209,7.355140209,1.502927551,0.002421281,305.1589645,302.3461575,234.8248971,0.374816346,4.777506631,48.15797645,18.89449913,30.602561,4.410149334,0.123186704,2.903079973,1.507069361,0.077138732,21.38809193,0.551358382,59.72685429,389.1655809,0.019641728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROPS",175.4302776,0.551358382003671,"6/24/2010",2010-06-24
"176",176,176,176,2010,"june","6/24/2010",5,19,15,NA,"b","15:41:00",NA,0.028783658,124.9579172,NA,NA,0.56849458,10.03412724,0.875017064,NA,1.891766358,31.57446861,29.08027267,31.57446861,28.041502,399.8894958,396.5953674,27.55008888,27.91777611,67.64103699,68.54377747,300.5943298,1466.373535,0.072614759,99.20224762,-1.29245472,-0.860362291,0.5,-1.355140209,7.355140209,1.502971649,0.000568495,304.7244686,302.2302727,234.6197604,0.71534595,4.661272497,46.98756942,19.06979331,30.32737064,4.341222308,0.028694749,2.769506138,1.571716169,0.017942185,12.39610624,0.315076593,57.96632545,395.9086458,0.006918793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PLOC",271.6374502,0.315076593100921,"6/24/2010",2010-06-24
"177",177,177,177,2010,"june","6/24/2010",5,20,4,NA,"a","15:47:50",8.357432294,0.062314396,171.7180342,134.117199723801,63.2344547076475,1.321657679,10.01873016,0.875009365,NA,2.037139528,32.65123749,29.09086227,32.65123749,28.02757645,400.8032837,397.2474976,28.84716797,29.36071396,70.88327026,72.14515686,499.605835,1468.237671,1282.45752,99.34379578,-0.722752094,0.781564951,0.75,-1.355140209,7.355140209,2.498029175,0.001321658,305.8012375,302.2408623,234.9180221,0.53180227,4.9539443,49.86667019,20.50595623,30.87104988,4.478314776,0.061899183,2.916804771,1.561510004,0.038724081,17.05912132,0.432269644,57.46756711,396.0329793,0.012127306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BENI",225.5294634,0.432269643578492,"6/24/2010",2010-06-24
"178",178,178,178,2010,"june","6/24/2010",5,20,4,NA,"b","15:45:50",8.880154124,0.054843375,124.7341147,161.918447287389,80.2535001757774,1.106513354,10.03412724,0.875017064,NA,1.933914929,32.35107422,29.21173286,32.35107422,28.04266167,399.7182312,393.5205078,28.89302063,29.60739517,70.39542389,72.13594055,300.6132813,1461.145996,0.057760309,99.1940918,-1.340977669,-0.900700808,0.25,-1.355140209,7.355140209,1.503066406,0.001106513,305.5010742,302.3617329,233.7833541,0.58559949,4.870793603,49.10366651,19.49627134,30.78140354,4.455453518,0.054521499,2.936878675,1.518574843,0.03410471,12.37288723,0.316969795,58.91166315,392.2300267,0.0133377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BENI",268.7863931,0.316969795036435,"6/24/2010",2010-06-24
"179",179,179,179,2010,"aug","8/20/2010",1,2,16,NA,"b","11:28:20",12.43978989,0.114127576,196.1555849,108.998984522373,29.1806637071094,4.263025322,10.02843475,0.875014217,0.007714143,3.590327191,34.51024628,29.85236359,34.51024628,28.16628265,399.5004883,390.0913391,16.53741837,19.32667542,38.61985779,45.13361359,299.7669373,1991.084351,46.56277847,98.6537323,-2.546472549,-0.315391362,0.25,-1.355140209,7.355140209,1.498834686,0.004263025,307.6602463,303.0023636,318.573489,0.292231017,5.496975854,55.71989752,36.39322211,32.18130493,4.824304383,0.112742493,1.906648663,2.91765572,0.070587204,19.35148056,0.50284527,32.96262335,388.2835648,0.010560532,1742.227115,573.7384033,"0.328912543",529.9077148,1103.646118,740.6430664,0.51985722,"0.328912543","0.632697846","2.082713815","-1",1991.084351,0.5,286.5201758,"PRSE2",193.9357542,0.502845270424513,"8/20/2010",2010-08-20
"180",180,180,180,2010,"aug","8/20/2010",1,2,16,NA,"t","11:34:56",16.48458954,0.216676474,253.2045899,76.0792772546225,38.0118019149571,4.336702728,10.02843475,0.875014217,NA,1.968353476,28.86460514,26.42745781,28.66552162,25.23137474,399.9822388,387.8315735,17.56026268,20.40168953,50.29257584,58.43042755,299.0206604,2001.551636,43.33046722,99.11029053,-2.759694099,-0.168533027,0.5,-1.355140209,7.355140209,1.495103302,0.004336703,301.8155216,299.5774578,320.2482546,0.41013892,3.990370853,40.26192267,19.86023314,28.66552162,3.944586089,0.211737832,2.022017377,1.922568713,0.132771163,25.09518047,0.652872554,50.28889898,385.4360011,0.021507899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRSE2",134.6269836,0.652872553967038,"8/20/2010",2010-08-20
"181",181,181,181,2010,"aug","8/20/2010",1,3,6,NA,"b","11:25:15",13.90799866,0.129552456,198.3921642,107.354187557818,29.4586530565474,4.721192776,10.02843475,0.875014217,0.008567171,3.508881528,34.33454514,29.84280777,34.33454514,28.16828156,400.056488,389.5555725,16.52453041,19.61109161,38.60976791,45.82155609,299.9198608,1988.688721,38.38882828,98.65065765,-2.393548965,-0.312045872,0.75,-1.355140209,7.355140209,1.499599304,0.004721193,307.4845451,302.9928078,318.1901882,0.218630859,5.443528613,55.17985123,35.56875961,32.08867645,4.799102454,0.127770594,1.934647085,2.864455369,0.080014821,19.57151747,0.509278209,33.95718758,387.5344353,0.012186698,1740.130905,616.1968994,"0.341582573",488.7226563,1104.919556,727.498291,0.557684852,"0.341582573","0.612501077","2.260831458","-1",1988.688721,0.5,297.1991958,"CASP",191.1634083,0.509278208823466,"8/20/2010",2010-08-20
"182",182,182,182,2010,"aug","8/20/2010",1,3,6,NA,"t","11:30:39",8.59687891,0.079874009,208.4575746,107.630492291929,43.3869166694003,1.98144529,10.02843475,0.875014217,NA,2.402617193,30.12300906,26.49725533,29.75242805,25.22992134,400.243988,393.9779663,17.74998093,19.04875374,50.62981796,54.33441925,299.3135071,1989.183228,42.86250305,99.11555481,-2.859639168,-0.144408882,0.25,-1.355140209,7.355140209,1.496567535,0.001981445,302.9024281,299.6472553,318.2693093,0.767896165,4.290644988,43.28932019,24.24056645,29.75242805,4.200238885,0.079193098,1.888027795,2.31221109,0.049556415,20.66138816,0.529109728,42.69456159,392.7286513,0.009345893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CASP",185.5203917,0.529109728033032,"8/20/2010",2010-08-20
"183",183,183,183,2010,"aug","8/20/2010",1,4,8,NA,"b","11:22:37",12.8506688,0.122888763,204.2141957,104.571553055669,27.6801231733685,4.642562268,10.02843475,0.875014217,0.007947045,3.633413673,34.69045258,29.84092331,34.69045258,28.16719818,401.4231873,391.6361084,16.41257095,19.44984627,38.35458755,45.45240402,299.7597961,1991.819336,43.34962845,98.65647125,-2.394556046,-0.309406102,0.25,-1.355140209,7.355140209,1.498798981,0.004642562,307.8404526,302.9909233,318.6910866,0.216521947,5.552266873,56.27879046,36.82894419,32.26568794,4.84736312,0.121284357,1.918853199,2.928509921,0.075945255,20.14705192,0.52143863,32.87244811,389.7686244,0.010838044,1742.870237,473.4445801,"0.300754746",511.4035645,984.8481445,688.6503906,0.480728509,"0.300754746","0.625622864","1.925774893","-1",1991.819336,0.5,262.0882481,"COSA81",187.4219127,0.521438629686884,"8/20/2010",2010-08-20
"184",184,184,184,2010,"aug","8/20/2010",1,4,8,NA,"t","11:38:59",19.51561306,0.256674694,251.1018116,76.0324781374825,38.7304147348375,5.038834359,10.02843475,0.875014217,NA,1.938448889,28.87216625,26.56676674,28.73365021,25.23370361,400.2131042,385.8721619,17.42336082,20.72086525,49.49280548,58.85969925,299.2824097,1991.178955,38.98600006,99.11120605,-2.819111824,-0.176791847,0.75,-1.355140209,7.355140209,1.496412048,0.005038834,301.8836502,299.7167667,318.5886257,0.283167377,3.992118835,40.27918733,19.55832208,28.73365021,3.960202304,0.24977346,2.053669945,1.906532359,0.156714115,24.88700339,0.650738344,51.26215418,383.0361153,0.026117964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COSA81",134.7703503,0.650738343920943,"8/20/2010",2010-08-20
"185",185,185,185,2010,"aug","8/20/2010",1,5,18,NA,"b","11:17:27",17.15659332,0.190388301,224.2405736,90.1136951686963,26.8134991828542,6.398490661,10.02843475,0.875014217,0.01041658,3.259748123,33.65934753,29.81488991,33.65934753,28.17517662,400.7711182,387.6938782,15.91980934,20.09519768,37.25972366,47.03206635,300.3271179,1992.021851,46.06071854,98.65893555,-2.646875381,-0.315744221,0.25,-1.355140209,7.355140209,1.50163559,0.006398491,306.8093475,302.9648899,318.723489,-0.041415734,5.242318935,53.13577434,33.04057666,31.73711872,4.704492155,0.186564747,1.982570812,2.721921343,0.116940565,22.12333629,0.578395962,36.75149439,385.2006489,0.016368883,1743.047441,542.4863892,"0.319227791",474.5107422,1016.997131,692.3433838,0.533419783,"0.319227791","0.598455102","2.143254179","-1",1992.021851,0.5,278.2145919,"ROPS",163.4533046,0.578395961889088,"8/20/2010",2010-08-20
"186",186,186,186,2010,"aug","8/20/2010",1,5,18,NA,"t","11:24:00",16.99518421,0.209226592,244.2678282,81.228605061827,39.0056170463371,4.357112414,10.02843475,0.875014217,NA,2.046480477,29.05804507,26.37881279,28.86953354,25.23235512,399.9551697,387.4675598,17.21129036,20.06505966,49.4389267,57.63629532,299.2313843,1999.106812,50.85098648,99.11859131,-2.820027351,-0.162458122,0.75,-1.355140209,7.355140209,1.496156921,0.004357112,302.0195335,299.5288128,319.8570827,0.393045105,4.035300925,40.71184701,20.64678735,28.86953354,3.991510127,0.204618105,1.988820448,2.002689679,0.128292526,24.21148304,0.630421366,48.84818147,384.9977868,0.021563341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROPS",143.1997316,0.630421365664997,"8/20/2010",2010-08-20
"187",187,187,187,2010,"aug","8/20/2010",1,6,9,NA,"b","11:14:53",11.42290667,0.11779702,215.3854414,96.9711005422718,24.4700417234436,4.668118757,10.02843475,0.875014217,0.007130965,3.808850428,35.03287125,29.77827454,35.03287125,28.16845703,400.5245056,391.6783752,15.69060802,18.74846268,36.80286026,43.97515869,299.5955811,1990.947388,30.2328968,98.66466522,-2.654382706,-0.263789952,0.25,-1.355140209,7.355140209,1.497977905,0.004668119,308.1828712,302.9282745,318.5515749,0.19130656,5.658661222,57.35245956,38.60399688,32.40557289,4.885799834,0.116322015,1.849810793,3.035989041,0.072832356,21.25093247,0.549903837,30.90358024,390.0183764,0.009051079,1742.10727,428.5548096,"0.229953742",466.3830566,894.9378662,689.1435547,0.478865434,"0.229953742","0.480205348","1.918890177","-1",1990.947388,0.5,200.3020432,"COAM3",176.2929338,0.549903837019389,"8/20/2010",2010-08-20
"188",188,188,188,2010,"aug","8/20/2010",1,6,9,NA,"t","11:44:24",16.71348757,0.336989161,294.9276157,49.596513788169,27.3545988608393,6.109937195,10.02843475,0.875014217,NA,1.805976176,28.43535398,26.5237751,28.37628174,25.22637367,399.7015381,386.944458,17.05022621,21.04988289,48.55501556,59.94509506,299.0918579,1991.830566,31.18708229,99.10972595,-2.978718758,-0.203103721,0.75,-1.355140209,7.355140209,1.49545929,0.006109937,301.5262817,299.6737751,318.6928835,0.109998959,3.8922243,39.27187027,18.22198738,28.37628174,3.878883882,0.325192637,2.086248124,1.792635758,0.204273314,29.23019517,0.762196252,53.83219471,384.5156217,0.023398886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COAM3",92.0168423,0.762196252207339,"8/20/2010",2010-08-20
"189",189,189,189,2010,"aug","8/20/2010",1,7,17,NA,"b","11:11:49",14.8057449,0.127103291,183.2049255,116.485928755377,30.5261761419164,4.850180336,10.02843475,0.875014217,0.009073978,3.674075465,34.56102753,29.78543472,34.56102753,28.1695652,400.5891724,389.4524841,15.45916653,18.63433838,36.24273682,43.68666458,299.8137207,1990.683105,39.74388504,98.65831757,-2.702997208,-0.261588871,0.25,-1.355140209,7.355140209,1.499068604,0.00485018,307.7110275,302.9354347,318.5092898,0.183202343,5.512507939,55.87474097,37.24040259,32.17323112,4.822103125,0.125387718,1.838432473,2.983670652,0.078519672,18.07468972,0.470416631,31.70552542,387.3008847,0.012120394,1741.87602,599.1470947,"0.291726681",725.1783447,1324.325439,937.984375,0.452416813,"0.291726681","0.644818389","1.826206545","-1",1990.683105,0.5,254.0758546,"RHCO",206.2475586,0.47041663098741,"8/20/2010",2010-08-20
"190",190,190,190,2010,"aug","8/20/2010",1,7,17,NA,"t","11:19:05",12.51891574,0.145606062,239.7330052,85.977984488036,36.9895567546358,3.38444561,10.02843475,0.875014217,NA,2.267323457,29.81979839,26.37421227,29.56784439,25.23260498,400.2813416,391.0305176,17.44744682,19.66479111,50.13294601,56.50419235,299.2671204,1998.807129,48.86963272,99.12265778,-2.757527351,-0.158719718,0.75,-1.355140209,7.355140209,1.496335602,0.003384446,302.7178444,299.5242123,319.8091335,0.530429477,4.216549816,42.53870821,22.8739171,29.56784439,4.155831047,0.143359068,1.949226359,2.206604687,0.089798622,23.76297263,0.61308004,45.35835257,389.2112446,0.01458944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RHCO",151.2975124,0.613080039561598,"8/20/2010",2010-08-20
"191",191,191,191,2010,"aug","8/20/2010",1,8,5,NA,"t","11:13:03",16.7793727,0.21082167,247.3410777,79.5903604216777,38.6787167590910,4.338140642,10.02843475,0.875014217,NA,2.022319098,29.07962438,26.37310791,28.89387131,25.23707008,400.1326294,387.8192749,17.52336311,20.35784531,50.35678864,58.50222778,299.8660889,1997.427734,48.7363205,99.12744904,-2.757527351,-0.158719718,0.25,-1.355140209,7.355140209,1.499330444,0.004338141,302.0438713,299.5231079,319.5884304,0.39389043,4.040340371,40.75904717,20.40120186,28.89387131,3.997140335,0.206143434,2.018021273,1.979119062,0.129251945,24.51829007,0.637774071,49.51476809,385.380864,0.021558589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CADE",140.4781972,0.637774070831775,"8/20/2010",2010-08-20
"192",192,192,192,2010,"aug","8/20/2010",1,8,5,NA,"b","11:07:36",12.74747602,0.119158789,200.43906,106.978898719758,29.9541270861012,4.255665618,10.02843475,0.875014217,0.007880824,3.441741123,33.64795303,29.69816589,33.64795303,28.17211914,400.1705627,390.5562439,15.42754555,18.21528244,36.35373306,42.92280197,299.7519226,1993.591675,42.18709183,98.66651917,-2.71254921,-0.238632023,0.25,-1.355140209,7.355140209,1.498759613,0.004255666,306.797953,302.8481659,318.9746608,0.330787448,5.238979637,53.09784597,34.88256353,31.67305946,4.687428754,0.117649702,1.797238514,2.89019024,0.073665173,19.77662435,0.513214327,32.73881535,388.703756,0.010736641,1744.421059,570.0014648,"0.314084191",510.651123,1080.652588,741.2366943,0.527460417,"0.314084191","0.59546495","2.116224834","-1",1993.591675,0.5,273.9475383,"CADE",190.1171839,0.513214327335966,"8/20/2010",2010-08-20
"193",193,193,193,2010,"aug","8/20/2010",1,10,1,NA,"b","11:05:27",7.035063299,0.092192138,251.1356687,76.3087119099028,19.8434127626831,3.545288794,10.02843475,0.875014217,0.004593476,3.69197545,34.35438538,29.67471504,34.35438538,28.16960716,399.9181213,394.2919922,15.49000931,17.81315422,36.55031586,42.03202057,299.777771,1999.091675,35.31274033,98.66673279,-2.566278458,-0.248945057,0,-1.355140209,7.355140209,1.498888855,0.003545289,307.5043854,302.824715,319.8546608,0.422628081,5.449541178,55.23179925,37.41864503,32.01455021,4.779017158,0.091286204,1.757565728,3.021451431,0.057134584,24.77873591,0.636928149,30.37446569,393.2696432,0.005433582,1749.233637,298.2974243,"0.212788406",388.298584,686.5960083,540.4963379,0.434458431,"0.212788406","0.489778518","1.768216616","-1",1999.091675,0.5,186.108319,"ACRU",143.1563235,0.636928148854249,"8/20/2010",2010-08-20
